text	tags
"
"	
pod	O
could	O
not	O
reach	O
running	O
phase	O
skipping	O
:	O
error	O
killing	O
pod	O
:	O
failed	O
to	O
killpodthe	O
container's	O
filesystem	O
for	O
with	O
killpodthe	O
container's	O
filesystemerror	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
rqlite	O
sosivio	O
test	O
\	O
network	O
:	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
possibly	O
due	O
to	O
network	O
connection	O
was	O
disrupted	O
amid	O
communication	O
and	O
data	O
transfer	O
"
"	
kernel	O
6732	O
553805	O
154623	O
366	O
967	O
classifier	O
"
"	
kernel	O
18870	O
590623	O
154702	O
370	O
967	O
classifier	O
"
"	
kernel	O
919	O
376650	O
39038	O
133	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
classifier	O
uid	O
total	O
vm	O
2141232kb	O
anon	O
rss	O
612660kb	O
file	O
rss	O
6252kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
9579	O
553707	O
154802	O
366	O
967	O
classifier	O
"
"	
kernel	O
7616	O
553629	O
154852	O
364	O
967	O
classifier	O
"
"	
failed	O
to	O
update	O
status	O
for	O
pod	O
failed	O
to	O
patch	O
a	O
kubernetes	O
object	O
and	O
update	O
the	O
data	O
regarding	O
the	O
object	O
in	O
the	O
etcd	O
server	O
metadata	O
\	O
uid	O
\	O
status	O
\	O
setelementorder	O
conditions	O
\	O
type	O
\	O
initialized	O
\	O
type	O
\	O
ready	O
\	O
type	O
\	O
containersready	O
\	O
type	O
\	O
podscheduled	O
\	O
conditions	O
\	O
lasttransitiontime	O
\	O
2020	O
11	O
14t	O
message	O
\	O
containers	O
with	O
unready	O
status	O
:	O
kube	O
apiserver	O
reason	O
\	O
containersnotready	O
\	O
status	O
\	O
false	O
\	O
type	O
\	O
ready	O
\	O
lasttransitiontime	O
\	O
2020	O
11	O
14t	O
message	O
\	O
containers	O
with	O
unready	O
status	O
:	O
kube	O
apiserver	O
reason	O
\	O
containersnotready	O
\	O
status	O
\	O
false	O
\	O
type	O
\	O
containersready	O
\	O
containerstatuses	O
\	O
container	O
id	O
\	O
image	O
\	O
k8s	O
gcr	O
io	O
kube	O
apiserver	O
v1	O
19	O
0	O
\	O
imageid	O
\	O
imagesha	O
laststate	O
\	O
terminated	O
\	O
container	O
id	O
\	O
exitcode	O
\	O
255	O
finishedat	O
\	O
2020	O
11	O
08t	O
reason	O
\	O
error	O
\	O
startedat	O
\	O
2020	O
11	O
08t	O
name	O
\	O
kube	O
apiserver	O
\	O
ready	O
\	O
false	O
=	O
=	O
=	O
7	O
restart	O
=	O
=	O
=	O
count	O
\	O
186	O
started	O
\	O
true	O
state	O
\	O
running	O
\	O
startedat	O
\	O
2020	O
11	O
08t	O
for	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
possibly	O
due	O
to	O
network	O
connection	O
was	O
disrupted	O
amid	O
communication	O
and	O
data	O
transfer	O
"
"	
kernel	O
24990	O
395003	O
39058	O
134	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1580012kb	O
anon	O
rss	O
152028kb	O
file	O
rss	O
4204kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
29115	O
395051	O
39163	O
130	O
992	O
analyzer	O
"
"	
2020	O
11	O
14	O
compactor	O
:	O
starting	O
auto	O
compaction	O
at	O
revision	O
34476865	O
retention	O
:	O
8h0m0s	O
"
"	
2020	O
11	O
14	O
compactor	O
:	O
finished	O
auto	O
compaction	O
at	O
revision	O
34476865	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
classifier	O
uid	O
total	O
vm	O
2215028kb	O
anon	O
rss	O
612312kb	O
file	O
rss	O
6364kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
10135	O
572286	O
154549	O
367	O
967	O
classifier	O
"
"	
kernel	O
1905	O
553741	O
154626	O
367	O
967	O
classifier	O
"
"	
kernel	O
22584	O
553917	O
154701	O
364	O
967	O
classifier	O
"
"	
kernel	O
16061	O
553661	O
154697	O
367	O
967	O
classifier	O
"
"	
kernel	O
345	O
535260	O
154624	O
365	O
967	O
classifier	O
"
"	
kernel	O
20381	O
572126	O
154806	O
367	O
967	O
classifier	O
"
"	
kernel	O
3609	O
553515	O
154664	O
367	O
967	O
classifier	O
"
"	
kernel	O
29055	O
535306	O
154652	O
364	O
967	O
classifier	O
"
"	
kernel	O
26362	O
393483	O
38918	O
139	O
992	O
analyzer	O
"
"	
kernel	O
12324	O
375114	O
38910	O
136	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1500456kb	O
anon	O
rss	O
151400kb	O
file	O
rss	O
4240kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
4835	O
417778	O
40729	O
147	O
992	O
crud	O
manager	O
"
"	
mounting	O
a	O
volume	O
to	O
a	O
pod	O
setup	O
unique	O
name	O
:	O
kubernetes	O
io	O
secret	O
pod	O
uid	O
:	O
"
"	
kernel	O
10859	O
535388	O
154567	O
363	O
967	O
classifier	O
"
"	
time	O
2020	O
11	O
14t	O
05	O
00	O
level	O
warning	O
msg	O
error	O
getting	O
v2	O
registry	O
:	O
get	O
https	O
:	O
docker	O
rct	O
co	O
il	O
v2	O
net	O
http	O
:	O
tls	O
handshake	O
timeout	O
"
"	
pullimage	O
docker	O
rct	O
co	O
il	O
rqlite	O
latest	O
from	O
image	O
service	O
failed	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
error	O
response	O
from	O
daemon	O
:	O
get	O
https	O
:	O
docker	O
rct	O
co	O
il	O
v2	O
net	O
http	O
:	O
tls	O
handshake	O
timeout	O
"
"	
time	O
2020	O
11	O
14t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
attempting	O
next	O
endpoint	O
for	O
pull	O
after	O
error	O
:	O
get	O
https	O
:	O
docker	O
rct	O
co	O
il	O
v2	O
net	O
http	O
:	O
tls	O
handshake	O
timeout	O
"
"	
time	O
2020	O
11	O
14t	O
05	O
00	O
level	O
error	O
msg	O
handler	O
for	O
post	O
v1	O
40	O
images	O
create	O
returned	O
error	O
:	O
get	O
https	O
:	O
docker	O
rct	O
co	O
il	O
v2	O
net	O
http	O
:	O
tls	O
handshake	O
timeout	O
"
"	
kernel	O
8372	O
590559	O
154661	O
369	O
967	O
classifier	O
"
"	
kernel	O
5485	O
553515	O
154708	O
366	O
967	O
classifier	O
"
"	
kernel	O
11757	O
553789	O
154653	O
364	O
967	O
classifier	O
"
"	
kernel	O
7580	O
553499	O
154707	O
367	O
967	O
classifier	O
"
"	
server	O
rejected	O
event	O
v1	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
possibly	O
due	O
to	O
previous	O
leader	O
failure	O
will	O
not	O
retry	O
"
"	
error	O
killing	O
pod	O
:	O
failed	O
to	O
killpodthe	O
container's	O
filesystem	O
for	O
with	O
killpodthe	O
container's	O
filesystemerror	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
rqlite	O
sosivio	O
test	O
\	O
network	O
:	O
error	O
getting	O
cluster	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
rmation	O
:	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
"
"	
pod	O
could	O
not	O
reach	O
running	O
phase	O
skipping	O
:	O
error	O
killing	O
pod	O
:	O
failed	O
to	O
killpodthe	O
container's	O
filesystem	O
for	O
with	O
killpodthe	O
container's	O
filesystemerror	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
rqlite	O
sosivio	O
test	O
\	O
network	O
:	O
error	O
getting	O
cluster	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
rmation	O
:	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
"
"	
kernel	O
24642	O
553665	O
154737	O
367	O
967	O
classifier	O
"
"	
kernel	O
9583	O
395067	O
39049	O
141	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1580268kb	O
anon	O
rss	O
151936kb	O
file	O
rss	O
4260kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
1507	O
535178	O
154616	O
365	O
967	O
classifier	O
"
"	
connection	O
closed	O
by	O
ip	O
port	O
39350	O
preauth	O
"
"	
kernel	O
15061	O
535324	O
154639	O
363	O
967	O
classifier	O
"
"	
kernel	O
24842	O
572044	O
154441	O
368	O
967	O
classifier	O
"
"	
kernel	O
27702	O
535388	O
154738	O
364	O
967	O
classifier	O
"
"	
kernel	O
607	O
430429	O
39225	O
138	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
classifier	O
uid	O
total	O
vm	O
2214772kb	O
anon	O
rss	O
612236kb	O
file	O
rss	O
6384kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
9597	O
572254	O
154555	O
367	O
967	O
classifier	O
"
"	
kernel	O
27368	O
394939	O
39178	O
136	O
992	O
analyzer	O
"
"	
kernel	O
7129	O
375114	O
39197	O
131	O
992	O
analyzer	O
"
"	
kernel	O
7855	O
553693	O
154596	O
367	O
967	O
classifier	O
"
"	
2020	O
11	O
14	O
error	O
17092	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
127	O
24	O
name	O
10	O
233	O
127	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
127	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
23695	O
553773	O
154645	O
364	O
967	O
classifier	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
48ee30e09f4806be	O
term	O
:	O
8231	O
received	O
msgappresp	O
message	O
with	O
higher	O
term	O
from	O
9e50326602199ede	O
term	O
:	O
8232	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
48ee30e09f4806be	O
became	O
follower	O
at	O
term	O
8232	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
raft	O
node	O
:	O
48ee30e09f4806be	O
lost	O
leader	O
48ee30e09f4806be	O
at	O
term	O
8232	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
48ee30e09f4806be	O
term	O
:	O
8232	O
ignored	O
msgappresp	O
message	O
with	O
lower	O
term	O
from	O
5a5707af2e1226fc	O
term	O
:	O
8231	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
48ee30e09f4806be	O
no	O
leader	O
at	O
term	O
8232	O
dropping	O
index	O
reading	O
msg	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
48ee30e09f4806be	O
logterm	O
:	O
8231	O
index	O
:	O
36744292	O
vote	O
:	O
cast	O
msgvote	O
for	O
5a5707af2e1226fc	O
logterm	O
:	O
8231	O
index	O
:	O
36744292	O
at	O
term	O
8232	O
"
"	
raft2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
:	O
raft	O
node	O
:	O
48ee30e09f4806be	O
elected	O
leader	O
5a5707af2e1226fc	O
at	O
term	O
8232	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
pods	O
range	O
end	O
registry	O
pods0	O
\	O
with	O
result	O
error	O
etcd	O
server	O
:	O
leader	O
changed	O
a	O
read	O
query	O
to	O
the	O
etcd	O
server	O
took	O
too	O
long	O
to	O
execute	O
etcd	O
is	O
responding	O
in	O
a	O
slow	O
manner	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
namespaces	O
range	O
end	O
registry	O
namespaces0	O
\	O
with	O
result	O
error	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
took	O
too	O
long	O
17	O
859984914s	O
to	O
execute	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
configmaps	O
\	O
range	O
end	O
registry	O
configmapt	O
\	O
count	O
only	O
true	O
with	O
result	O
error	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
took	O
too	O
long	O
19	O
980886944s	O
to	O
execute	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
pods	O
openebs	O
with	O
result	O
error	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
took	O
too	O
long	O
16	O
161037231s	O
to	O
execute	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
pods	O
etcdtest	O
with	O
result	O
error	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
took	O
too	O
long	O
17	O
353843309s	O
to	O
execute	O
"
"	
2020	O
11	O
14	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
pods	O
\	O
range	O
end	O
registry	O
podt	O
\	O
count	O
only	O
true	O
with	O
result	O
error	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
took	O
too	O
long	O
18	O
808944292s	O
to	O
execute	O
"
"	
kernel	O
31410	O
553613	O
154597	O
366	O
967	O
classifier	O
"
"	
kernel	O
22413	O
553901	O
154717	O
364	O
967	O
classifier	O
"
"	
kernel	O
19346	O
535260	O
154677	O
363	O
967	O
classifier	O
"
"	
create	O
the	O
container	O
with	O
randomized	O
name	O
k8s	O
pod	O
sosivio	O
node	O
exporter	O
dvbn4	O
sosivio	O
test	O
6d166017	O
"
"	
containerstatus	O
from	O
runtime	O
service	O
failed	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
timeout	O
deadline	O
exceeded	O
desc	O
expected	O
data	O
failed	O
to	O
arrive	O
in	O
a	O
timely	O
manner	O
and	O
exceeded	O
the	O
deadline	O
set	O
as	O
the	O
timeout	O
causing	O
the	O
operation	O
to	O
eventually	O
fail	O
"
"	
kernel	O
29424	O
553563	O
154623	O
365	O
967	O
classifier	O
"
"	
kernel	O
1049	O
395067	O
38960	O
137	O
992	O
analyzer	O
"
"	
kernel	O
14367	O
590589	O
154443	O
371	O
967	O
classifier	O
"
"	
kernel	O
14735	O
376570	O
39078	O
134	O
992	O
analyzer	O
"
"	
kernel	O
20785	O
376570	O
39112	O
133	O
992	O
analyzer	O
"
"	
kernel	O
18447	O
572142	O
154605	O
368	O
967	O
classifier	O
"
"	
2020	O
11	O
14	O
error	O
22020	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
92	O
24	O
name	O
10	O
233	O
92	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
92	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
21280	O
395067	O
39300	O
142	O
992	O
analyzer	O
"
"	
kernel	O
13143	O
535196	O
154713	O
364	O
967	O
classifier	O
"
"	
kernel	O
24041	O
395131	O
38873	O
139	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1580524kb	O
anon	O
rss	O
151536kb	O
file	O
rss	O
3956kb	O
shmem	O
rss	O
0kb	O
"
"	
container	O
image	O
is	O
being	O
downloaded	O
to	O
the	O
node	O
docker	O
rct	O
co	O
il	O
release	O
develop	O
24	O
06ba8b4fa09b	O
:	O
extracting	O
734mb	O
15	O
34mb	O
"
"	
kernel	O
13204	O
454628	O
40695	O
146	O
992	O
crud	O
manager	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
crud	O
manager	O
uid	O
total	O
vm	O
1818512kb	O
anon	O
rss	O
153280kb	O
file	O
rss	O
9500kb	O
shmem	O
rss	O
0kb	O
"
"	
2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
26478	O
k8s	O
go	O
520	O
:	O
endpoint	O
was	O
modified	O
before	O
it	O
could	O
be	O
deleted	O
retrying	O
container	O
id	O
endpoint	O
v3	O
"
"	
kernel	O
10512	O
572254	O
154685	O
371	O
967	O
classifier	O
"
"	
kernel	O
10574	O
553691	O
154613	O
367	O
967	O
classifier	O
"
"	
kernel	O
8755	O
535260	O
154636	O
363	O
967	O
classifier	O
"
"	
kernel	O
29459	O
553869	O
154691	O
365	O
967	O
classifier	O
"
"	
killing	O
unwanted	O
"
"	
liveness	O
probe	O
for	O
kube	O
system	O
2239e8bebd8f37abb6a57fd25dc4762b	O
kube	O
apiserver	O
failed	O
failure	O
get	O
https	O
:	O
livez	O
a	O
tcp	O
connection	O
was	O
attempted	O
connect	O
:	O
cannot	O
communicate	O
with	O
the	O
destination	O
host	O
.	O
the	O
network	O
is	O
unreachable	O
"
"	
kernel	O
25410	O
411932	O
37914	O
152	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1647728kb	O
anon	O
rss	O
145384kb	O
file	O
rss	O
4224kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
25241	O
590559	O
154501	O
371	O
967	O
classifier	O
"
"	
2020	O
11	O
14	O
error	O
7050	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
90	O
24	O
name	O
10	O
233	O
90	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
90	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
2020	O
11	O
14	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
29870	O
k8s	O
go	O
400	O
:	O
added	O
mac	O
interface	O
name	O
and	O
active	O
container	O
id	O
to	O
endpoint	O
container	O
id	O
kubernetes	O
node	O
uat42	O
deveu	O
sosiv	O
endpoint	O
v3	O
"
"	
kernel	O
30648	O
553773	O
154707	O
363	O
967	O
classifier	O
"
"	
kernel	O
15794	O
553515	O
154748	O
369	O
967	O
classifier	O
"
"	
kernel	O
9095	O
393483	O
39241	O
151	O
992	O
analyzer	O
"
"	
kernel	O
13560	O
553649	O
154612	O
365	O
967	O
classifier	O
"
"	
kernel	O
32358	O
553853	O
154839	O
364	O
967	O
classifier	O
"
"	
kernel	O
2261	O
571980	O
154566	O
368	O
967	O
classifier	O
"
"	
kernel	O
7437	O
553837	O
154667	O
366	O
967	O
classifier	O
"
"	
kernel	O
30460	O
572158	O
154684	O
368	O
967	O
classifier	O
"
"	
liveness	O
probe	O
for	O
kube	O
system	O
b31ee55a639538e8dacff820d53c3188	O
kube	O
scheduler	O
failed	O
failure	O
get	O
https	O
:	O
healthz	O
read	O
tcp	O
read	O
:	O
connection	O
reset	O
by	O
peer	O
"
"	
server	O
rejected	O
event	O
v1	O
etcd	O
server	O
:	O
a	O
network	O
connection	O
timed	O
out	O
causing	O
the	O
operation	O
to	O
fail	O
possibly	O
due	O
to	O
network	O
connection	O
was	O
disrupted	O
amid	O
communication	O
and	O
data	O
transfer	O
will	O
not	O
retry	O
"
"	
kernel	O
6515	O
535228	O
154608	O
365	O
967	O
classifier	O
"
"	
kernel	O
14975	O
535404	O
154624	O
363	O
967	O
classifier	O
"
"	
kernel	O
2374	O
553629	O
154678	O
366	O
967	O
classifier	O
"
"	
kernel	O
2334	O
572124	O
154606	O
369	O
967	O
classifier	O
"
"	
kernel	O
24043	O
553693	O
154504	O
369	O
967	O
classifier	O
"
"	
kernel	O
31333	O
535340	O
154679	O
363	O
967	O
classifier	O
"
"	
kernel	O
3212	O
535162	O
154646	O
364	O
967	O
classifier	O
"
"	
kernel	O
18673	O
572366	O
154610	O
367	O
967	O
classifier	O
"
"	
kernel	O
7101	O
572012	O
154788	O
369	O
967	O
classifier	O
"
"	
2020	O
11	O
14	O
error	O
2597	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
92	O
24	O
name	O
10	O
233	O
92	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
92	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
2020	O
11	O
14	O
error	O
2607	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
92	O
24	O
name	O
10	O
233	O
92	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
92	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
2020	O
11	O
14	O
error	O
16648	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
92	O
24	O
name	O
10	O
233	O
92	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
92	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
10020	O
376570	O
38926	O
142	O
992	O
analyzer	O
"
"	
2020	O
11	O
14	O
error	O
31241	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
92	O
24	O
name	O
10	O
233	O
92	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
92	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
2601	O
553741	O
154572	O
366	O
967	O
classifier	O
"
"	
kernel	O
9570	O
553709	O
154646	O
365	O
967	O
classifier	O
"
"	
kernel	O
4560	O
553837	O
154675	O
365	O
967	O
classifier	O
"
"	
kernel	O
1381	O
376698	O
38970	O
137	O
992	O
analyzer	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
analyzer	O
uid	O
total	O
vm	O
1506792kb	O
anon	O
rss	O
151624kb	O
file	O
rss	O
4256kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
1774	O
553741	O
154622	O
364	O
967	O
classifier	O
"
"	
2020	O
11	O
14	O
error	O
28395	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
127	O
24	O
name	O
10	O
233	O
127	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
127	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
2020	O
11	O
14	O
error	O
28395	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
127	O
24	O
name	O
10	O
233	O
127	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
127	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
509	O
572254	O
154886	O
366	O
967	O
classifier	O
"
"	
kernel	O
15872	O
553773	O
154689	O
367	O
967	O
classifier	O
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	O
service	O
failed	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
network	O
